ticker,security,rec,,yahoo diagram,outlook,rating,use,trust,upward_trend,outlook_date,sector,industry,webscrape_date,net_income,ft_employee,div_yield,one_year,three_year,five_year,ten_year,fifteen_year,avg,rd,peg,profit_margin,roa,roe
HFC,HollyFrontier,,,,38,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,,-48.18,-16.56,-5.12,8.3,7.72,,,34.8,-3.34,-3.56,-7.45
HGG,hhgregg,,,,20,,1,0,,8/4/18,,,12/28/20,,,,145.83,18.73,12.12,-5.67,—,,,0,-0.01,-0.02,-0.04
HI,"Hillenbrand, Inc.",,,,,,,,,,Industrials,Diversified Industrials,12/28/20,,,2.27,19.56,-2.83,7.57,8.51,—,,,1,-2.39,-1.93,-6.63
HIG,Hartford Financial Services Group,,,,60,,1,0,,8/4/18,Financial Services,Insurance - Diversified,12/28/20,,,2.94,-17.23,-2.17,4.27,7.79,-2.12,,,0,8.4,2.42,10.4
HII,Huntington Ingalls Industries,,,,64,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,2.64,-33.21,-9.45,6.92,—,—,,,1.2,6.61,7.63,33.25
CYBR,CyberArk Software Ltd,,,,90,4.4,,,no,,,,12/29/20,3,,,38.61,57.78,29.19,—,—,,90,4.6,0.65,0.25,0.47
HLF,Herbalife Nutrition Ltd.,,,,,,,,,,Consumer Defensive,Packaged Foods,1/1/21,356,nan,—,0.8,12.37,12.38,11.28,12.95,,—,0,nan,nan,nan
HLT,Hilton Worldwide Holdings,,,,71,,0,0,no,8/4/18,Consumer Cyclical,Lodging,12/28/20,,,0.29,-3.89,10.9,15.33,—,—,,,3.7,,,
HMI,Huami,,,,,,,,,,,,1/1/21,321,nan,—,-1.41,—,—,—,—,,549,0,4.88,5.72,12.92
HMLP,Hoegh LNG Partners,,,,,,,,,,,,12/28/20,,,13.21,3.75,2.54,7.59,—,—,,,0,33.48,4.89,10
HOG,Harley-Davidson,,,,26,,1,0,,8/4/18,Consumer Cyclical,Recreational Vehicles,12/28/20,,,1.97,-0.9,-7.88,-1.23,3.25,-0.03,,,12.3,2.53,0.96,6.17
HOLX,Hologic,,,,62,,1,0,yes,8/4/18,Healthcare,Medical Instruments & Supplies,1/1/21,1115,nan,—,39.49,19.43,13.49,14.49,9.39,,223,0.5,29.53,16.35,46.27
PH,Parker-Hannifin,,,,,,1,0,,8/4/18,Industrials,Diversified Industrials,12/28/20,,,1.32,32.23,11.92,23.29,13.17,13.41,,,2.3,8.75,6.04,18.83
HP,"Helmerich & Payne, Inc.",,,,,,,,,,Energy,Oil & Gas Drilling,12/28/20,,,,-41.75,-20.94,-7.79,-0.89,2.52,,,0,-28.03,-9.32,-13.56
HPE,Hewlett Packard Enterprise,,,,34,,1,0,,8/4/18,Technology,Communication Equipment,12/28/20,,,4.35,-23.12,-3.77,9.36,—,—,,,0.7,-1.19,-0.61,-1.94
HPQ,HP,,,,70,,1,0,,8/4/18,Technology,Computer Systems,12/28/20,2844,,,21.33,7.24,18.37,0.34,2.99,,1478,1.1,,,
HRB,H&R Block,,,,44,,1,0,,8/4/18,Consumer Cyclical,Personal Services,12/28/20,,,5.53,-29.26,-10.94,-9.41,6.66,0.71,,,0.4,,,
HRL,Hormel Foods,,,,71,,1,0,,8/4/18,Consumer Defensive,Packaged Foods,12/28/20,,,1.97,6.06,10.6,5.01,15.08,13.35,,,5.3,9.45,10.08,14.71
HRS,Harris,,,,48,,1,0,,8/4/18,Technology,Communication Equipment,12/28/20,,,,-14.52,9.81,15.23,17.08,10.58,,,1.1,10.37,5.53,10.25
HSC,Harsco Corp,,,,,,,,,,,,1/1/21,19,nan,—,-21.86,-1.21,18,-2.44,-1.75,,4,2.3,1.09,0.7,2.7
HSIC,Henry Schein,,,,56,,1,0,,8/4/18,Healthcare,Medical Distribution,12/28/20,,,,-1.05,6.75,1.92,10.76,9.62,,,2.1,6.14,7.93,19.75
HST,Host Hotels & Resorts,,,,20,,1,0,,8/4/18,Real Estate,REIT - Hotel & Motel,12/28/20,,,2.85,-21.74,-6.71,2.45,1.44,1.4,,,0,-21.88,-4.49,-8.46
HSY,Hershey,,,,45,,0,0,,8/4/18,Consumer Defensive,Confectioners,12/28/20,,,2.13,4.8,11.38,12.64,13.67,8.03,,,4.3,14.87,13.48,62.56
HTHIY,Hitachi,,,,,,,,,,,,12/28/20,,,,-5.01,1.8,8.56,6.07,1.93,,,0,1.79,1.47,4.76
HTZ,Hertz Global Holdings,,,,,,,,,,Industrials,Rental & Leasing Services,12/28/20,,,,-87.59,-54.74,-49.7,—,—,,,0,-24.32,-6.97,-139.41
FICO,Fair Isaac,,,,,,,,yes,,,,12/29/20,236,,,34.22,48.82,39.62,36,17.6,,166,0,18.26,15.56,76.16
HUN,Huntsman,,,,,,,,,,Basic Materials,Chemicals,12/28/20,994,,2.62,6.77,-6.01,20.07,6.97,4.19,,129,0,16.55,12.26,34.85
HVT,Haverty Furniture,,,,,,,,,,,,12/28/20,,,2.83,53.7,13.08,10.39,10.91,7.69,,,0,5.52,6.23,14.86
HXL,Hexcel,,,,49,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,124,,0.69,-33.78,-7.06,1.65,10.87,7.06,,49,0,7.02,4.06,8.52
HXPN,Harris,,,,,,,,,,Energy,Oil & Gas E&P,,,,,,,,,,,,,,,
IAC,"InterActiveCorp (Tinder, Match, USA Network,...)",,,,35,,0,0,no,8/4/18,Technology,Internet Content & Information,,,,,,,,,,,,,,,
IBM,International Business Machines,,,,41,,1,0,,8/4/18,Technology,Information Technology Services,12/28/20,7905,,5.27,-2.8,-1.93,2.35,1.8,5.39,,6318,9.3,10.54,5.21,40.37
IBN,ICICI Bank,,,,,,,,,,,,1/1/21,139214,nan,—,-1.52,15.35,16.29,5.52,7.81,,—,0,12.53,1.01,10.57
EDU,New Oriental Education and Tech Ads,,,,60,8-Mar,,,yes,,,,12/29/20,,,,38.3,22.78,39.46,20.66,,,,1.4,,,
ICON,Iconix Brand Group,,,,,,,,,,,,1/1/21,-88,nan,—,-6.67,-53.95,-55,-39.54,-25.39,,—,0,nan,nan,nan
IDA,Idacorp,,,,,,,,,,,,12/28/20,,,,-7.71,4.27,9.25,11.85,9.81,,,0,18.6,3.68,9.82
ATUS,Altice USA,,,,,,,,,,Communication Services,Telecom Services,12/29/20,,,,35.99,23.05,—,—,—,,,0.4,1.08,0.31,7.53
IEP,Icahn Enterprises L.P.,,,,,,,,,,Industrials,Conglomerates,12/28/20,,,15.98,-4.14,11.83,5.87,12.08,7.56,,,0,-24.2,-8.32,-43.26
IFF,Intl Flavors & Fragrances,,,,35,,1,0,,8/4/18,Basic Materials,Specialty Chemicals,12/28/20,383,,2.69,-8.99,-7.79,0.66,9.09,9.78,,342,4,7.5,2.93,6.31
IGT,International Game Technology PLC,,,,,,1,0,,8/4/18,Consumer Cyclical,Gambling,12/28/20,,,3.18,11.17,-11.62,3.77,2.34,-1.99,,,0,-21.6,-6.19,-59.53
IHRT,iHeartMedia,,,,31,,1,0,,8/4/18,Consumer Cyclical,Broadcasting - Radio,1/1/21,101,nan,—,-23.2,—,—,—,—,,—,4.6,nan,nan,nan
FRCOY,Fast Retailing Co,,,,,,,,,,,,12/27/20,,,0.56,36.47,28.41,18.63,18.15,—,,,2.2,4.5,4.09,9.54
BKI,Black Knight,,,,,,1,0,,8/4/18,Technology,Software - Infrastructure,1/1/21,230,nan,—,37.02,26.02,21.73,—,—,,—,4.4,19.21,4.53,10.33
AVGO,Broadcom,,,,60,3.5,0,0,yes,9/8/19,Technology,Semiconductors,12/24/20,2960,21000,3.24,37.33,20.4,26,32.52,—,,4968,1.1,11.15,3.71,10.91
INCY,Incyte Corporation,,,,,,,,,,,,1/1/21,-335,nan,—,-0.39,-2.8,-4.32,18.04,20.45,,2123,0.9,-13.62,-10.26,-13.9
CRM,salesforce.com,,,,84,,0,0,yes,8/4/18,Technology,Software - Application,1/1/21,3557,nan,—,36.82,29.6,23.2,21.03,24.81,,3490,3.2,17.53,6.52,9.67
INFN,Infinera Corporation,,,,,,,,,,,,1/1/21,-263,nan,—,31.99,18.3,-10.37,0.14,—,,270,0,-19,-17.12,-67.89
RNW,Transalta Renewables,,,,,,,,,,,,12/28/20,,,,38.86,21.35,19.18,—,—,,,0,20.37,2.4,3.82
FTNT,Fortinet Inc,,,,,,,,,,,,1/1/21,455,nan,—,39.13,50.36,36.65,24.82,—,,324,2.4,18.51,12.75,47.53
INGR,Ingredion,,,,,,,,,,Consumer Defensive,Packaged Foods,12/28/20,,,3.28,-11.52,-14.84,-1.26,7.52,9.85,,,1.5,5.75,5.45,12.74
INO,"Inovio Pharmaceuticals, Inc.",,,,,,,,no,,Healthcare,Biotechnology,,,,,,,,,,,,,,,
INT,World Fuel Services,,,,43,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,1.41,-27.72,4.44,-3.52,-0.81,4.55,,,0,0.68,3.33,9.03
INTC,Intel,,,,57,,0,0,maybe,8/4/18,Technology,Semiconductors,12/28/20,21947,,2.73,-18.55,2.88,8.65,10.66,5.74,,13285,1.8,28.1,15.73,29.47
CPRT,Copart Inc,,,,,,,,,,,,1/1/21,682,nan,—,39.93,43.36,46.27,29.85,22.91,,—,0,30.39,20.68,29.41
INTU,Intuit,,,,84,,0,no,yes,8/4/18,Technology,Software - Application,12/28/20,1967,,0.62,45.02,34.65,31.9,22.95,19.55,,1383,3.3,25.1,24.76,44.31
INVA,Innoviva,,,,,,,,,,,,1/1/21,216,nan,—,-12.5,-4.42,3.29,-2.64,-1.06,,2,0,67.16,27.09,57.52
IP,International Paper,,,,58,,1,0,,8/4/18,Consumer Cyclical,Packaging & Containers,12/28/20,,,4.14,12.43,-1.3,9.05,9.5,4.91,,,0,2.37,1.5,6.8
IPG,Interpublic Group,,,,73,,1,0,,8/4/18,Consumer Cyclical,Advertising Agencies,12/28/20,,,4.58,6.6,8.88,3.25,10.53,7.63,,,11.5,6.03,3.54,21.87
IPGP,IPG Photonics Corp,,,,,,,,,,,,1/1/21,106,nan,—,54.42,1.48,20.21,21.65,—,,126,0,9.04,3.83,4.36
PKI,PerkinElmer,,,,,,1,0,,8/4/18,Healthcare,Diagnostics & Research,12/28/20,412,,0.21,43.65,24.38,21.43,18.51,12.93,,196,2,12.74,6.17,13.88
MTD,Mettler-Toledo International,,,,,,1,0,,8/4/18,Healthcare,Diagnostics & Research,1/1/21,579,nan,—,43.67,22.53,27.43,22.38,22.36,,136,5.8,19.36,21.44,131.43
IRM,Iron Mountain,,,,41,,1,0,,8/4/18,Real Estate,REIT - Diversified,1/1/21,133,nan,—,0.26,-0.85,8.72,8.28,4.67,,—,0,3.19,0.98,10.86
IRT,"Independence Realty Trust, Inc.",,,,,,,,,,Real Estate,REIT - Residential,12/28/20,,,,1.16,15.27,16.93,—,—,,,0,12.09,1.51,4.21
CLX,Clorox,,,,82,,0,0,yes,8/4/18,Consumer Defensive,Household & Personal Products,12/27/20,1151,,2.14,36.5,12.86,11.6,13.91,10.15,,147,4.6,16.14,18.91,138.26
SHAK,Shake Shack,,,,,,,,,,,,12/28/20,,,,46.46,25.15,16.74,—,—,,,0,-4.8,-2.36,-7.01
ITRI,Itron,,,,48,,1,0,,8/4/18,Technology,Scientific & Technical Instruments,1/1/21,-65,nan,—,14.23,12.03,21.53,5.63,6,,201,0,-2.85,-2.28,-8.59
TAL,TAL Education Group,,,,,,,,,,,,1/1/21,26,nan,—,48.36,34.02,56.02,38.89,—,,—,0,0.71,0.46,1
ITW,Illinois Tool Works,,,,59,,1,0,,8/4/18,Industrials,Diversified Industrials,12/28/20,,,2.06,14.77,8.62,18.42,15.58,11.51,,,2.8,16.77,14.1,74.46
GLUU,Glu Mobile Inc,,,,,,1,0,,8/4/18,Technology,Electronic Gaming & Multimedia,1/1/21,7,nan,—,48.93,35.27,29.96,15.84,—,,115,1.1,1.44,1.41,2.55
IVC,Invacare Corporation,,,,,,,,,,Healthcare,Medical Devices,12/28/20,,,0.29,-7.49,-20.06,-13.19,-11.39,-7.73,,,0,-4.87,-4.67,-12.96
IVZ,Invesco Ltd.,,,,61,,1,0,,8/4/18,Financial Services,Asset Management,12/28/20,,,4.78,3.34,-17.19,-6.87,1.35,4.24,,,0,7.89,1.34,5.07
JBHT,J.B. Hunt Transport Services,,,,58,,1,0,,8/4/18,Industrials,Integrated Shipping & Logistics,12/28/20,,,0.8,18.82,7.05,14.29,13.58,13.09,,,1.9,5.31,8.9,21.22
JBL,Jabil Circuit,,,,54,,1,0,no,8/4/18,Technology,Contract Manufacturers,12/28/20,54,,0.84,4.32,17.97,13.22,8.73,1.59,,44,0,0.2,0.39,2.92
JBLU,JetBlue Airways,,,,66,,0,0,no,8/4/18,Industrials,Airlines,,,,,,,,,,,,,,,
JCI,Johnson Controls International,,,,42,,1,0,,8/4/18,Industrials,Engineering & Construction,12/28/20,,,2.26,14.23,8.78,10.21,7.33,2.7,,,1.4,2.83,1.52,3.39
JCP,J.C. Penney,,,,33,,0,0,no,8/4/18,Consumer Cyclical,Department Stores,,,,,,,,,,,,,,,
TW,Tradeweb,,,,90,4.4,1,0,yes,,Financial Services,Capital Markets,12/28/20,,,0.54,34.35,—,—,—,—,,,0,17.79,2.73,4.4
MCHP,Microchip Technology,,,,74,,1,0,yes,8/4/18,Technology,Semiconductors,12/28/20,608,,1.09,31.6,16.65,24.97,15.98,10.97,,837,1.4,11.62,3.51,11.26
JEC,Jacobs Engineering Group,,,,48,,1,0,,8/4/18,Industrials,Engineering & Construction,1/1/21,3,nan,nan,84.62,8.1,-2.33,-12.38,-6.88,,—,0,17.56,5.08,18.15
JEF,Jefferies Financial Group,,,,,,,,,,Financial Services,Asset Management,12/28/20,,,2.64,14.7,0.98,9.73,-0.09,1.47,,,0,12.44,1.29,6.73
JHG,Janus Henderson Group PLC,,,,,,1,0,no,8/4/18,Financial Services,Asset Management,12/28/20,,,5.05,37.47,-1.56,—,—,—,,,0,3.74,1.25,1.81
JLL,Jones Lang LaSalle,,,,,,,,,,Real Estate,Real Estate Services,12/28/20,,,0.33,-10.43,1.29,-0.06,6.46,7.91,,,14.8,2.49,3.16,8.53
MKTX,MarketAxess Holdings,,,,,,,,yes,,,,12/28/20,,,0.45,53.84,42.13,39.24,39.9,30.36,,,0,42.73,26.35,34.76
CSGP,CoStar Group,,,,,,,,,,,,1/1/21,279,nan,—,54.48,46.01,34.93,32,22.66,,158,3.1,17.57,5.31,6.48
YNDX,Yandex,,,,,,,,,,,,12/29/20,25650,,,55.35,27.95,34.27,—,—,,34413,0,12.93,6.41,9.94
JNJ,Johnson & Johnson,,,,70,,0,0,,8/4/18,Healthcare,Drug Manufacturers - Major,12/28/20,16986,,2.75,7.21,5.33,10.41,11.4,7.93,,11503,2.8,21.01,10.41,27.69
JNPR,Juniper Networks,,,,43,,1,0,,8/4/18,Technology,Communication Equipment,12/28/20,395,,3.67,-4.49,-5.08,-1.6,-3.44,1.05,,956,2,8.92,4.53,8.59
JPM,J.P. Morgan Chase,,,,63,,0,0,maybe,8/4/18,Financial Services,Banks - Global,12/28/20,,,3.05,-6.88,7.61,15.65,13.12,9.15,,,8.3,20.03,0.79,9.98
GOOG,Alphabet,,,,70,4.1,,,yes,9/8/19,Technology,Internet Content & Information,1/1/21,35713,nan,—,31.03,18.74,18.21,—,—,,27773,1.5,20.8,12.7,17.51
JWN,Nordstrom,,,,51,,1,0,,8/4/18,Consumer Cyclical,Department Stores,12/28/20,,,2.85,-24.02,-10.86,-6.39,1.05,2,,,0,-4.57,-5.34,-96.28
K,Kellogg,,,,33,,1,0,,8/4/18,Consumer Defensive,Packaged Foods,12/28/20,,,3.57,-7.07,0.21,-0.05,4.8,4.74,,,2,8.8,6.54,41.28
KAMN,Kaman,,,,33,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,1.53,-14.2,0.6,7.91,8.11,8.32,,,0,0.14,0.08,0.15
KBH,KB Home,,,,,,,,,,Consumer Cyclical,Residential Construction,12/28/20,,,1.19,6.67,5.12,23.65,10.67,-3.93,,,0,,,
KDP,Keurig Dr Pepper,,,,40,3.1,,,,9/8/19,Consumer Defensive,Beverages - Soft Drinks,12/28/20,,,,13.37,12.69,8.62,15.24,—,,,2.2,11.4,2.64,5.64
KEY,KeyCorp,,,,54,,1,0,,8/4/18,Financial Services,Banks - Regional - US,12/28/20,,,4.79,-16.81,-3.79,7.25,8.87,-2.28,,,2.7,17.33,0.71,7.24
QTWO,Q2 Holdings,,,,,,,,,,,,1/1/21,-115,nan,—,56.06,50.86,36.84,—,—,,92,11.5,-30.34,-10.17,-22.66
MOH,Molina Healthcare,,,,,,,,,,Healthcare,Health Care Plans,1/1/21,807,nan,—,56.74,40.5,28.74,27.61,18,,—,0,4.39,11.07,40.03
KFRC,Kforce,,,,,,,,,,,,12/28/20,,,1.9,6.2,19.68,12.89,11.01,9.86,,,0,3.77,11.71,29.02
KFY,Korn Ferry,,,,,,,,,,,,12/28/20,,,1,6.87,3.12,7.05,7.22,6.34,,,0,0.89,0.6,1.26
KHC,Kraft Heinz,,,,29,,0,0,,8/4/18,Consumer Defensive,Packaged Foods,12/28/20,,,4.86,14.38,-19.59,-9.27,—,—,,,3.1,-1.92,-0.49,-0.98
KIM,Kimco Realty,,,,63,,1,0,,8/4/18,Real Estate,REIT - Retail,12/28/20,,,4.57,-24.66,-0.82,-5.76,3.24,-0.62,,,31.5,80.28,7.7,16.78
KYCCF,Keyence Corp,,,,,,,,,,,,1/1/21,183856,nan,—,58.92,26.56,32.69,27.56,—,,—,5.5,35.8,10.1,10.55
KKR,KKR,,,,91,,1,0,no,8/4/18,Financial Services,Asset Management,12/28/20,,,1.4,39.21,25.14,21.7,13.09,—,,,0,29.57,1.52,9.61
GOOGL,Alphabet (Google) (Class A),,,,83,,0,0,yes,8/4/18,Technology,Internet Content & Information,1/1/21,35713,nan,—,30.85,18.49,17.64,14.58,12.15,,27773,1.5,20.8,12.7,17.51
KMB,Kimberly-Clark,,,,40,,1,0,,8/4/18,Consumer Defensive,Household & Personal Products,12/28/20,,,3.04,0.68,6.63,3.93,10.57,7.78,,,3.7,,,
KMI,Kinder Morgan,,,,47,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/28/20,,,7.21,-29.64,-2.87,1.76,—,—,,,2.3,0.92,0.15,0.34
KMX,CarMax,,,,57,,1,0,,8/4/18,Consumer Cyclical,Auto & Truck Dealerships,1/1/21,690,nan,—,7.74,13.78,11.85,11.47,13.66,,—,1.6,3.76,3.33,18.17
KO,Coca-Cola,,,,48,,0,0,maybe,8/4/18,Consumer Defensive,Beverages - Soft Drinks,12/28/20,,,3.18,0.68,8.51,7.02,7.37,8.56,,,4.6,24.9,9.03,44.66
KOPN,Kopin Corporation,,,,,,,,,,,,1/1/21,-13,nan,—,505.83,-8.77,-2.23,-5.23,-5.13,,6,0,-37.11,-29.13,-43.78
AY,Atlantica Yield,,,,,,,,,,,,12/24/20,,425,4.83,62.1,29.26,19.82,—,—,,,0,6.37,0.64,4.26
RP,Realpage,,,,,,,,,,,,1/1/21,53,nan,—,62.31,25.34,31.19,10.93,—,,123,0,4.79,1.86,3.9
KR,Kroger,,,,35,3.1,1,0,,8/4/18,Consumer Defensive,Grocery Stores,12/28/20,,,2.06,10.69,5.53,-4.27,12.62,9.39,,,2,2.26,6.29,31.12
KRA,Kraton Corp,,,,,,,,,,,,12/28/20,,,,8.75,-17.4,8.37,-1.18,—,,,0,-14.4,-8.45,-32.13
KSS,Kohls,,,,50,,0,0,,8/4/18,Consumer Cyclical,Department Stores,12/28/20,,,4.27,-22,-5.88,0.75,0.42,0.93,,,0,-1.45,-1.55,-4.73
KEYS,"Keysight Technologies, Inc.",,,,68,3.8,,,yes,9/8/19,Technology,Scientific & Technical Instruments,1/1/21,627,nan,—,28.71,46.98,36.06,—,—,,715,0,14.85,9.06,19.9
PAGS,PagSeguro Digital Ltd,,,,,,,,,,,,1/1/21,1308,nan,—,66.51,—,—,—,—,,—,0,21.16,8.27,15.84
L,Loews,,,,44,3.3,1,0,,9/8/19,Financial Services,Insurance - Property & Casualty,12/28/20,,,,-13.99,-3.41,3.3,1.78,2.71,,,0,-8.64,-1.37,-6.04
TXN,Texas Instruments,,,,78,,0,0,maybe,8/4/18,Technology,Semiconductors,12/28/20,4977,,2.31,28.48,17.55,25.27,18.7,12.07,,1528,2.6,36.28,27.53,57.57
COST,Costco,,,,69,,0,0,yes,8/4/18,Consumer Defensive,Discount Stores,12/27/20,,,0.7,28.24,26.97,19.41,18.99,15.14,,,3.9,2.5,7.75,28.15
LB,L Brands,,,,60,,1,0,,8/4/18,Consumer Cyclical,Apparel Stores,12/28/20,,,1.55,115.48,-11.27,-12.5,7.83,8.19,,,0,,,
LBTYA,Liberty Global,,,,,,1,0,no,8/4/18,Communication Services,Pay TV,,,,,,,,,,,,,,,
LDOS,Leidos Holdings,,,,49,,1,0,,8/4/18,Technology,Information Technology Services,12/28/20,,,1.35,7.72,18.38,16.84,9.23,—,,,0,5.1,5.64,17.61
LEA,Lear,,,,61,3.6,,,,9/8/19,Consumer Cyclical,Auto Parts,12/28/20,,,1.06,15.51,-2.11,6.37,13.28,—,,,3.1,0.66,0.85,2.62
LEG,Leggett & Platt,,,,57,,1,0,,8/4/18,Consumer Cyclical,Home Furnishings & Fixtures,12/28/20,,,3.71,-13.4,0.07,3.12,9.29,6.59,,,0,5.45,4.86,18.1
LEN,Lennar,,,,52,,1,0,,8/4/18,Consumer Cyclical,Residential Construction,12/28/20,,,0.82,42.73,8.34,11.26,16.56,2.26,,,0.7,9.86,7.59,13.71
LEVI,Levis,,,,,,1,0,,,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,0.87,5.81,—,—,—,—,,,0,-1.91,-1.83,-6.68
LFC,China Life Insurance,,,,,,,,,,Financial Services,Insurance - Life,12/28/20,,,4.58,-16.6,-9.42,-6.15,-4.14,8.19,,,3.2,6.52,1.38,13.06
LH,Laboratory Corp. of America,,,,40,,1,0,,8/4/18,Healthcare,Diagnostics & Research,1/1/21,845,nan,—,20.32,8.47,10.48,8.76,9.27,,—,1.9,6.79,4.62,10.92
JD,"JD.com, Inc.",,,,53,3.6,,,maybe,11/3/20,Consumer Cyclical,Specialty Retail,1/1/21,28717,nan,—,149.5,28.51,22.19,—,—,,15237,1.1,4.15,9.26,25.36
LILAK,Liberty Latin America Ltd,,,,,,1,0,,8/4/18,Communication Services,Telecom Services,1/1/21,-616,nan,—,-40.05,-16.8,-22.96,—,—,,—,0,-16.91,-4.38,-21.24
LKQ,LKQ,,,,49,,1,0,,8/4/18,Consumer Cyclical,Auto Parts,12/28/20,,,,1.03,-3.87,4.22,12.36,15.15,,,1.5,5.12,4.87,11.71
CTAS,Cintas,,,,61,,1,0,yes,8/4/18,Industrials,Business Services,12/27/20,,,0.99,27.19,30.24,30.72,28.73,15.46,,,3.5,13.18,11.78,27.8
LLNW,Limelight Networks,,,,,,,,,,,,1/1/21,-9,nan,—,-2.21,-3.28,22.27,-3.69,—,,22,0,-3.62,-3.2,-5.07
LLY,Lilly (Eli) & Co.,,,,72,4,1,0,,11/3/20,Healthcare,Drug Manufacturers - Major,12/28/20,5573,,2.03,29.37,27.05,15.77,18.25,8.55,,5829,1.2,24.01,13.62,135.76
PWR,Quanta Services,,,,,,,,,,Industrials,Engineering & Construction,12/28/20,,,0.29,73.36,21.84,28.08,13.68,11.69,,,0,3.45,4.58,9.77
LMT,Lockheed Martin,,,,60,,1,1,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,2.68,-7.28,6.02,12.46,19.67,13.53,,,1.8,10.18,13.07,147.84
LNC,Lincoln Financial Group,,,,49,3.2,1,0,,9/8/19,Financial Services,Insurance - Life,12/28/20,,,3.39,-13.06,-11.36,2.14,7.58,1.13,,,0,4.47,0.23,3.79
LNG,Cheniere Energy,,,,,,,,,,Energy,Oil & Gas Midstream,,,,,,,,,,,,,,,
LNT,Alliant Energy,,,,71,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/28/20,,,2.89,-5.03,8.51,12.6,12.75,10.71,,,3.4,19.01,3.88,12.38
LNVGY,Lenovo Group Limited,,,,,,,,,,,,12/28/20,877,,5.03,36.2,18.8,0,6.1,6.48,,1328,8,1.57,2.41,18.81
GDS,GDS Holdings Ltd,,,,,,,,,,,,12/29/20,,,,73.69,58.76,—,—,—,,,0,-10.61,-1.57,-5.09
LRCX,Lam Research,,,,78,,1,0,no,8/4/18,Technology,Semiconductor Equipment & Materials,12/28/20,2609,,1.05,64.78,38.27,43.94,25.33,19.03,,1321,1.5,23.6,19.05,50.16
LSXMA,Liberty Media,,,,,,,,,,Consumer Cyclical,Broadcasting - Radio,1/1/21,264,nan,—,-10.65,2.88,—,—,—,,—,0,3.34,0.84,2.63
LSXMK,Liberty SiriusXM,,,,,,,,,,,,1/1/21,264,nan,—,-8.12,3.7,—,—,—,,—,0,3.34,0.84,2.63
LTC,LTC Properties,,,,,,,,,,,,12/28/20,,,6.16,-5.54,2.08,3.74,7.97,7.97,,,0,56.31,6.01,11.55
LUK,Leucadia National,,,,100,,1,0,no,8/4/18,Financials,Multi-Sector Holdings,,,,,,,,,,,,,,,
LUKOY,LukOil,,,,47,3.6,,,,9/8/19,Energy,Oil & Gas Integrated,12/28/20,,,12.08,-23.73,13.61,22.15,5.86,3.82,,,0,1.74,1.74,2.51
PD,Pagerduty,,,,,,1,0,,,Technology,Software - Application,1/1/21,-57,nan,—,78.28,—,—,—,—,,61,0,-28.57,-9.55,-16.85
LUV,Southwest Airlines,,,,81,4.3,0,0,maybe,9/8/19,Industrials,Airlines,12/28/20,,,0.78,-15.44,-10.2,2.05,14.31,7.55,,,28.4,-12.95,-5.33,-16.78
LVS,Las Vegas Sands,,,,,,,,,,Consumer Cyclical,Resorts & Casinos,12/28/20,,,2.8,-16.58,-2.88,9.45,5.66,4.58,,,2.5,-12.67,-3.49,-17.69
LYB,LyondellBasell,,,,58,,1,0,,8/4/18,Basic Materials,Specialty Chemicals,12/28/20,1184,,4.94,0.23,-2.17,4.49,14.44,—,,109,0,4.19,3.78,15.45
HD,Home Depot,,,,65,3.8,0,0,yes,1/2/21,Consumer Cyclical,Home Improvement Stores,12/28/20,,,,25.49,15.05,17.11,23.97,14.21,,,2.3,,,
LYV,Live Nation Entertainment,,,,64,,0,0,,8/4/18,Consumer Cyclical,Media - Diversified,1/1/21,-1441,nan,—,2.81,19.96,24.5,20.46,12.18,,—,0,-32.63,-14.12,-247.92
M,Macys,,,,31,,0,0,,8/4/18,Consumer Cyclical,Department Stores,12/28/20,,,7.39,-30.97,-18.01,-13.53,-1.41,-2.18,,,0,-19.17,-18.03,-90.7
NJDCY,Nidec Corp,,,,,,,,,,,,12/28/20,81640,,0.45,79.91,21.01,28.66,17.71,12.26,,72819,0,5.32,4.02,8.49
MAA,Mid-America Apartments,,,,39,,1,0,,8/4/18,Real Estate,REIT - Residential,12/28/20,,,3.17,-0.59,10.92,9.42,9.6,8.48,,,0,18.97,2.83,5.32
MAC,Macerich,,,,32,,1,0,,8/4/18,Real Estate,REIT - Retail,12/28/20,,,11.5,-54.3,-34.86,-21.67,-1.47,-1.27,,,0,-1.69,-0.16,-0.54
MACK,"Merrimack Pharmaceuticals, Inc.",,,,,,,,,,Healthcare,Biotechnology,1/1/21,1,nan,—,118.73,-4.65,-24.42,—,—,,—,0,nan,nan,nan
MAN,ManpowerGroup,,,,,,,,,,Industrials,Staffing & Outsourcing Services,12/28/20,,,,-3.23,-8.34,3.38,5.19,5.73,,,3.7,0.48,0.98,3.27
